trace_id,speed_phase,cvd_slope,anti_delta,rts_state,hostility_score,verdict,reason
trace_0472,DECAY,FLAT,43,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0473,DECAY,FLAT,30,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0474,REACCELERATION,DIVERGENT,77,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0475,DECAY,DIVERGENT,76,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0476,REACCELERATION,FLAT,65,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0477,DECAY,FLAT,27,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0478,EXPANDING,DIVERGENT,66,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0479,DECAY,DIVERGENT,23,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0480,EXPANDING,DIVERGENT,76,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0481,EXPANDING,EXPANDING,66,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0482,REACCELERATION,FLAT,24,LIQUIDATION_WARNING,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0483,DECAY,EXPANDING,67,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0484,REACCELERATION,FLAT,93,NEUTRAL,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0485,EXPANDING,DIVERGENT,60,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0486,DECAY,FLAT,34,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0487,EXPANDING,DIVERGENT,86,ALIGNED,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0488,REACCELERATION,DIVERGENT,53,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0489,DECAY,FLAT,56,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0490,DECAY,FLAT,37,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0491,EXPANDING,FLAT,76,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0492,EXPANDING,DIVERGENT,60,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0493,DECAY,FLAT,90,NEUTRAL,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0494,DECAY,FLAT,40,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0495,DECAY,DIVERGENT,42,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0496,REACCELERATION,DIVERGENT,45,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0497,EXPANDING,EXPANDING,23,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0498,REACCELERATION,DIVERGENT,79,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0499,DECAY,EXPANDING,31,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0500,EXPANDING,FLAT,81,ALIGNED,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0501,DECAY,FLAT,93,NEUTRAL,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0502,EXPANDING,EXPANDING,29,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0503,REACCELERATION,FLAT,64,NEUTRAL,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0504,EXPANDING,DIVERGENT,43,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0505,EXPANDING,FLAT,27,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0506,EXPANDING,DIVERGENT,41,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0507,EXPANDING,FLAT,48,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0508,REACCELERATION,DIVERGENT,30,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0509,REACCELERATION,EXPANDING,90,NEUTRAL,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0510,REACCELERATION,EXPANDING,88,NEUTRAL,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0511,EXPANDING,DIVERGENT,95,NEUTRAL,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0512,DECAY,EXPANDING,63,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0513,DECAY,EXPANDING,23,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0514,EXPANDING,EXPANDING,93,LIQUIDATION_WARNING,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0515,REACCELERATION,DIVERGENT,93,ALIGNED,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0516,REACCELERATION,DIVERGENT,83,NEUTRAL,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0517,DECAY,DIVERGENT,58,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0518,REACCELERATION,EXPANDING,71,NEUTRAL,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0519,REACCELERATION,FLAT,27,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0520,EXPANDING,FLAT,79,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0521,EXPANDING,FLAT,60,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0522,DECAY,FLAT,64,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0523,REACCELERATION,EXPANDING,85,NEUTRAL,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0524,DECAY,EXPANDING,79,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0525,EXPANDING,FLAT,38,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0526,EXPANDING,EXPANDING,69,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0527,DECAY,FLAT,40,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0528,REACCELERATION,DIVERGENT,44,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0529,EXPANDING,FLAT,79,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0530,REACCELERATION,FLAT,31,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0531,REACCELERATION,DIVERGENT,50,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0532,EXPANDING,DIVERGENT,26,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0533,REACCELERATION,FLAT,80,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0534,REACCELERATION,DIVERGENT,33,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0535,REACCELERATION,EXPANDING,66,LIQUIDATION_WARNING,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0536,REACCELERATION,FLAT,26,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0537,DECAY,DIVERGENT,90,ALIGNED,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0538,REACCELERATION,EXPANDING,77,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0539,DECAY,FLAT,35,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0540,EXPANDING,EXPANDING,63,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0541,DECAY,FLAT,45,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0542,DECAY,DIVERGENT,25,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0543,EXPANDING,EXPANDING,62,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0544,REACCELERATION,DIVERGENT,85,ALIGNED,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0545,EXPANDING,FLAT,60,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0546,EXPANDING,FLAT,58,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0547,DECAY,FLAT,85,ALIGNED,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0548,DECAY,FLAT,58,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0549,REACCELERATION,EXPANDING,34,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0550,REACCELERATION,DIVERGENT,23,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0551,DECAY,FLAT,94,ALIGNED,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0552,DECAY,EXPANDING,94,NEUTRAL,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0553,REACCELERATION,EXPANDING,68,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0554,EXPANDING,DIVERGENT,93,ALIGNED,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0555,DECAY,EXPANDING,76,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0556,REACCELERATION,FLAT,46,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0557,REACCELERATION,DIVERGENT,80,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0558,DECAY,DIVERGENT,37,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0559,DECAY,EXPANDING,81,ALIGNED,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0560,DECAY,FLAT,42,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0561,REACCELERATION,DIVERGENT,65,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0562,DECAY,DIVERGENT,53,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0563,DECAY,FLAT,51,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0564,REACCELERATION,DIVERGENT,58,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0565,REACCELERATION,DIVERGENT,82,ALIGNED,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0566,REACCELERATION,FLAT,55,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0567,REACCELERATION,EXPANDING,89,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0568,REACCELERATION,FLAT,38,NEUTRAL,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0569,REACCELERATION,EXPANDING,30,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0570,REACCELERATION,FLAT,81,NEUTRAL,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0571,EXPANDING,EXPANDING,54,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0572,DECAY,DIVERGENT,33,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0573,DECAY,DIVERGENT,51,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0574,EXPANDING,DIVERGENT,48,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0575,DECAY,EXPANDING,72,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0576,REACCELERATION,DIVERGENT,37,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0577,EXPANDING,DIVERGENT,40,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0578,REACCELERATION,DIVERGENT,80,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0579,REACCELERATION,DIVERGENT,56,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0580,REACCELERATION,FLAT,31,NEUTRAL,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0581,DECAY,DIVERGENT,24,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0582,EXPANDING,FLAT,42,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0583,EXPANDING,FLAT,43,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0584,DECAY,FLAT,21,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0585,REACCELERATION,DIVERGENT,62,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0586,REACCELERATION,FLAT,89,LIQUIDATION_WARNING,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0587,DECAY,FLAT,37,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0588,DECAY,FLAT,34,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0589,REACCELERATION,EXPANDING,52,NEUTRAL,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0590,DECAY,EXPANDING,63,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0591,REACCELERATION,DIVERGENT,44,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0592,EXPANDING,DIVERGENT,71,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0593,REACCELERATION,DIVERGENT,71,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0594,DECAY,EXPANDING,37,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0595,REACCELERATION,FLAT,20,LIQUIDATION_WARNING,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0596,REACCELERATION,FLAT,54,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0597,REACCELERATION,FLAT,93,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0598,EXPANDING,FLAT,50,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0599,EXPANDING,DIVERGENT,59,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0600,EXPANDING,FLAT,59,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0601,DECAY,EXPANDING,57,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0602,REACCELERATION,DIVERGENT,37,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0603,REACCELERATION,EXPANDING,67,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0604,REACCELERATION,DIVERGENT,80,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0605,DECAY,DIVERGENT,51,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0606,DECAY,DIVERGENT,30,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0607,DECAY,FLAT,66,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0608,EXPANDING,DIVERGENT,90,ALIGNED,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0609,DECAY,EXPANDING,39,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0610,EXPANDING,FLAT,76,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0611,EXPANDING,DIVERGENT,94,ALIGNED,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0612,REACCELERATION,EXPANDING,77,LIQUIDATION_WARNING,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0613,EXPANDING,FLAT,73,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0614,REACCELERATION,DIVERGENT,79,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0615,DECAY,FLAT,70,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0616,REACCELERATION,EXPANDING,94,NEUTRAL,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0617,EXPANDING,EXPANDING,28,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0618,DECAY,EXPANDING,28,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0619,REACCELERATION,EXPANDING,43,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0620,EXPANDING,DIVERGENT,73,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0621,REACCELERATION,FLAT,68,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0622,REACCELERATION,EXPANDING,89,NEUTRAL,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0623,EXPANDING,DIVERGENT,35,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0624,EXPANDING,DIVERGENT,36,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0625,DECAY,EXPANDING,22,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0626,REACCELERATION,FLAT,89,NEUTRAL,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0627,REACCELERATION,DIVERGENT,49,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0628,EXPANDING,FLAT,55,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0629,EXPANDING,DIVERGENT,24,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0630,DECAY,FLAT,22,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0631,EXPANDING,EXPANDING,24,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0632,REACCELERATION,DIVERGENT,26,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0633,EXPANDING,DIVERGENT,76,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0634,EXPANDING,DIVERGENT,27,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0635,EXPANDING,DIVERGENT,49,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0636,DECAY,DIVERGENT,61,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0637,EXPANDING,FLAT,86,LIQUIDATION_WARNING,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0638,EXPANDING,FLAT,27,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0639,DECAY,DIVERGENT,42,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0640,DECAY,DIVERGENT,83,ALIGNED,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0641,EXPANDING,FLAT,68,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0642,DECAY,FLAT,72,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0643,EXPANDING,FLAT,88,ALIGNED,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0644,REACCELERATION,EXPANDING,58,NEUTRAL,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0645,DECAY,EXPANDING,27,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0646,DECAY,FLAT,91,LIQUIDATION_WARNING,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0647,DECAY,EXPANDING,52,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0648,EXPANDING,FLAT,77,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0649,REACCELERATION,EXPANDING,44,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0650,EXPANDING,FLAT,25,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0651,EXPANDING,EXPANDING,95,NEUTRAL,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0652,DECAY,DIVERGENT,81,ALIGNED,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0653,EXPANDING,FLAT,21,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0654,EXPANDING,EXPANDING,35,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0655,DECAY,FLAT,46,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0656,REACCELERATION,EXPANDING,56,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0657,REACCELERATION,FLAT,65,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0658,REACCELERATION,FLAT,83,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0659,REACCELERATION,EXPANDING,80,NEUTRAL,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0660,REACCELERATION,EXPANDING,72,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0661,EXPANDING,DIVERGENT,38,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0662,EXPANDING,FLAT,94,ALIGNED,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0663,DECAY,DIVERGENT,39,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0664,EXPANDING,FLAT,92,ALIGNED,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0665,EXPANDING,FLAT,63,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0666,REACCELERATION,FLAT,82,LIQUIDATION_WARNING,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0667,REACCELERATION,EXPANDING,65,NEUTRAL,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0668,EXPANDING,EXPANDING,82,NEUTRAL,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0669,EXPANDING,DIVERGENT,27,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0670,DECAY,EXPANDING,29,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0671,DECAY,EXPANDING,72,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0672,EXPANDING,DIVERGENT,39,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0673,EXPANDING,EXPANDING,67,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0674,EXPANDING,DIVERGENT,81,NEUTRAL,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0675,DECAY,FLAT,88,ALIGNED,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0676,DECAY,FLAT,87,ALIGNED,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0677,DECAY,FLAT,56,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0678,EXPANDING,DIVERGENT,75,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0679,EXPANDING,EXPANDING,87,LIQUIDATION_WARNING,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0680,EXPANDING,EXPANDING,87,ALIGNED,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0681,REACCELERATION,FLAT,70,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0682,EXPANDING,FLAT,78,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0683,DECAY,EXPANDING,48,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0684,REACCELERATION,DIVERGENT,30,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0685,DECAY,DIVERGENT,31,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0686,REACCELERATION,FLAT,80,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0687,EXPANDING,DIVERGENT,41,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0688,EXPANDING,FLAT,62,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0689,DECAY,EXPANDING,25,LIQUIDATION_WARNING,0.95,VETOED (NEUTRALIZED),RTS Liquidation Cascade Warning
trace_0690,EXPANDING,EXPANDING,92,LIQUIDATION_WARNING,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0691,REACCELERATION,FLAT,29,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0692,DECAY,FLAT,92,LIQUIDATION_WARNING,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0693,DECAY,EXPANDING,60,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0694,EXPANDING,EXPANDING,70,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0695,EXPANDING,FLAT,50,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0696,DECAY,FLAT,89,NEUTRAL,0.88,VETOED (NEUTRALIZED),Anti-Delta Pressure Overload
trace_0697,REACCELERATION,FLAT,37,NEUTRAL,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0698,DECAY,DIVERGENT,64,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0699,EXPANDING,EXPANDING,29,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0700,REACCELERATION,DIVERGENT,70,NEUTRAL,0.25,PASSED (ALLOCATED),CLEAN
trace_0701,REACCELERATION,EXPANDING,77,NEUTRAL,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0702,REACCELERATION,EXPANDING,68,ALIGNED,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0703,REACCELERATION,EXPANDING,68,NEUTRAL,0.92,VETOED (NEUTRALIZED),False Reacceleration Trap (CVD Convergence)
trace_0704,EXPANDING,DIVERGENT,51,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
trace_0705,DECAY,EXPANDING,39,ALIGNED,0.25,PASSED (ALLOCATED),CLEAN
